galaxy,n,wrms_M0,aicc_M0,bic_M0,wrms_M1,aicc_M1,bic_M1,wrms_M2,aicc_M2,bic_M2,wrms_M3,aicc_M3,bic_M3,winner,dBIC_second_minus_best,dBIC_M2_minus_M0,dBIC_M3_minus_M0,cv_wrms_M0,cv_wrms_M1,cv_wrms_M2,cv_wrms_M3
CamB_rotmod,9,0.6897860121945728,6.4758047426192915,4.870253897291731,4.622599702802701,27.368428012351618,25.762877167024058,6.441593262191727,47.49412375551386,45.8885729101863,19.68302223126872,387.42136415661867,387.42136415661867,M0,20.892623269732326,41.018319012894565,382.55111025932695,0.701427601436246,4.6955540889097565,6.5766001935147615,19.902115255760357
D564-8_rotmod,6,1.6523899217030598,9.820261635563897,5.403780574020006,0.9883942777683774,8.651282165550182,4.234801104006292,1.5830376520077274,9.670672138449426,5.254191076905537,9.969995663256404,66.267209016901,66.267209016901,M1,1.019389972899245,-0.14958949711446934,60.863428442881,1.019735896306114,0.9256936869637992,1.1230642306073655,10.036478311235468
D631-7_rotmod,16,2.8723405590173248,18.253418075299816,18.875518596702456,3.792273117681041,28.15946480843378,28.78156532983642,6.227133636200813,67.5766400420034,68.19874056340605,14.10080831530447,321.2605661510073,321.2605661510073,M0,9.906046733133962,49.32322196670359,302.38504755430483,2.8692265198900113,3.826217204843798,6.131953238485291,14.128054404375195
DDO064_rotmod,14,3.5432964917400014,12.53123574724598,12.718441315567407,2.889206241433548,10.037820162378988,10.225025730700416,3.4542731170161267,12.162064137300618,12.349269705622046,6.596742355415707,25.78909247515584,25.78909247515584,M1,2.1242439749216295,-0.36917160994536147,13.070651159588433,3.547271557863713,2.963164751821126,3.426779346124275,6.640944764807918
DDO154_rotmod,12,3.2687740095688795,19.579844700844014,19.21632466708668,3.2072785289704164,19.048847416526183,18.685327382768854,2.971029061798863,17.10268491473791,16.739164880980578,6.768714095954118,61.08732068369063,61.08732068369063,M2,1.946162501788276,-2.477159786106103,41.87099601660395,2.5834621906597035,2.910255151245433,2.7480528592859432,6.396566673404536
DDO161_rotmod,31,2.9353808953471088,31.399049959975354,33.83845294037422,2.779697379372378,28.61405419194535,31.053457172344217,4.117486878773768,57.495527015778045,59.934929996176905,22.64652221501521,1605.324229919446,1605.324229919446,M1,2.784995768030001,26.096477055802687,1571.4857769790717,2.8948594434772508,2.782509454280882,4.11407613551213,22.6857738310706
DDO168_rotmod,10,4.109065898864192,23.603135554566798,22.494020026269176,4.041847539492284,23.022651365316175,21.91353583701855,4.633449642819675,28.460289170754503,27.351173642456878,10.210234347942396,110.45048481169941,110.45048481169941,M1,0.5804841892506261,4.857153616187702,87.95646478543023,4.65137737147244,5.144712401003591,4.633678111877875,9.90007868080097
DDO170_rotmod,8,3.8378060345615834,19.492226807926492,17.251109891286166,2.8336589082943036,13.537442496493922,11.296325579853592,2.5788104881017184,12.31134536314971,10.070228446509383,18.19684194565219,294.33338381781954,294.33338381781954,M2,1.2260971333442097,-7.180881444776784,277.0822739265334,5.482153109400413,2.9973951357759607,3.1666947054008494,18.224679251884403
ESO079-G014_rotmod,15,9.697140777182637,80.6157427310101,81.03184313321452,7.329048006477519,48.19365490717909,48.60975530938351,7.851554176971542,54.571959346074955,54.988059748279376,26.422836337799268,561.4145849147209,561.4145849147209,M1,6.378304438895867,-26.043783384935146,480.38274178150635,9.301033529445732,5.983385040041613,6.40984534419146,26.34082890631841
ESO116-G012_rotmod,15,6.67680257870674,67.07423460511501,67.49033500731943,4.695590964470123,35.70116244512761,36.11726284733203,5.204223904665491,42.712580439228184,43.128680841432605,10.307493235116063,147.93823056395175,147.93823056395175,M1,7.011417994100576,-24.361654165886826,80.44789555663232,6.6899478010936715,4.3242162861725175,5.155800050743092,10.169164559717313
ESO444-G084_rotmod,7,3.7948129976086253,15.826760281239475,12.718580579350101,2.669299953517557,11.367323183586826,8.259143481697452,1.8373695186824688,9.069252973193597,5.961073271304224,7.734880243303403,36.671422889028435,36.671422889028435,M2,2.2980702103932273,-6.757507308045877,23.95284230967833,5.333823876704566,2.2558783571550634,2.115837469768047,6.968324409705343
ESO563-G021_rotmod,30,44.119808010048175,1393.2636107441856,1395.6215610630657,25.186076998035244,457.02878885990424,459.38673917878407,26.64763452771033,511.080157539664,513.4381078585438,32.91961482039081,773.1930891359696,773.1930891359696,M1,54.051368679759776,-882.1834532045218,-622.4284719270961,43.573545109492834,24.94211427608059,26.097189633838752,32.780141066016725
F561-1_rotmod,6,2.873040674615119,9.733416170778508,5.316935109234619,4.217583267118771,11.735481809166853,7.319000747622962,6.978393555892719,18.226575090394256,13.810094028850365,46.42651810836878,452.6385325700059,452.6385325700059,M0,2.002065638388343,8.493158919615746,447.3215974607713,3.3829036778610124,3.463195250253863,5.281752482963122,44.66073341379556
F563-1_rotmod,17,12.575540370867353,28.800993838365855,29.61027766933543,12.010584845749667,26.69796591650589,27.507249747475463,10.34372089667566,21.056369305706234,21.86565313667581,12.466200091345844,23.52929290590534,23.52929290590534,M2,1.6636397692295297,-7.744624532659621,-6.0809847634300915,12.474238720492082,10.857457072692492,8.812135089065958,12.283409340020416
F563-V1_rotmod,6,3.288458396111315,10.595350069509202,6.178869007965311,1.9055265456047183,8.87144753984102,4.4549664782971305,6.484142299262569,18.090584325700657,13.674103264156766,35.563853225194066,303.5490374935552,303.5490374935552,M1,1.7239025296681803,7.495234256191456,297.3701684855899,3.2196742011222397,1.721098932202029,5.663200812182512,34.762384971227775
F563-V2_rotmod,10,12.28217889333163,18.50445244908943,17.395336920791806,10.628716683705994,15.292554722736057,14.183439194438435,9.94289486115089,14.096351457363705,12.987235929066083,14.158609419678207,16.9967768072047,16.9967768072047,M2,1.1962032653723522,-4.408100991725723,-0.39856011358710575,15.408776093417,13.949220324241747,11.732283870112479,15.5187894921682
F565-V2_rotmod,7,3.6474528238130013,8.982313070790411,5.874133368901038,3.574471797766161,8.903779418766703,5.795599716877328,3.6955825664780915,9.034973214346277,5.926793512456904,4.086002389896584,2.487654772090951,2.487654772090951,M3,3.307944944786377,0.052660143555865346,-3.386478596810087,3.680768273669232,3.9850390946246987,3.3109527185566905,3.7290590375961457
F568-1_rotmod,12,9.498966984314647,15.229046089504576,14.865526055747242,9.388299609672197,14.999809973312576,14.636289939555244,8.77892213618953,13.78566865969312,13.422148625935787,16.73836029680614,30.72699911569625,30.72699911569625,M2,1.2141413136194572,-1.4433774298114557,15.861473059949006,9.871061133918602,9.161510226881887,9.011395900358314,16.19226736164986
F568-3_rotmod,18,10.55748306745397,47.08936002196256,48.070103537754896,8.839520346256657,34.44611065794288,35.426854173735215,9.541438496345984,39.34124889738972,40.32199241318205,15.428822018912154,90.31832279893223,90.31832279893223,M1,4.895138239446837,-7.748111124572844,42.24821926117733,11.460039065341439,9.514381283705426,9.519360724463192,14.291347689428028
