galaxy,n,wrms_M0,aicc_M0,bic_M0,wrms_M1,aicc_M1,bic_M1,wrms_M2,aicc_M2,bic_M2,wrms_M3,aicc_M3,bic_M3,winner,dBIC_second_minus_best,dBIC_M2_minus_M0,dBIC_M3_minus_M0,cv_wrms_M0,cv_wrms_M1,cv_wrms_M2,cv_wrms_M3
NGC4389_rotmod,6,2.5295615411765215,8.90350800646224,4.487026944918348,58.261230193295866,487.29269194825486,482.87621088671096,60.27894003916166,532.8886292312782,528.4721481697343,82.98079358951163,972.2919135048088,972.2919135048088,M0,478.3891839417926,523.9851212248159,967.8048865598904,3.133080663820211,59.52052813747853,61.589889644746776,84.68377475675621
NGC4559_rotmod,32,5.5714199141504706,46.602763604321204,49.12044230647238,8.32317481039305,98.5691807562509,101.08685945840209,10.036759160246474,173.8046297572314,176.32230845938255,42.753315519997464,2484.315467366251,2484.315467366251,M0,51.96641715192971,127.20186615291018,2435.195025059779,5.319048260487964,8.495376046323722,10.479546126964145,42.75376993313271
NGC5005_rotmod,18,7.037217809263685,7.77788526999908,8.758628785791409,64.66309402049129,256.2310664145825,257.21180993037484,66.12449284535965,268.9514124222436,269.9321559380359,82.08138697150814,405.13088057008775,405.13088057008775,M0,248.45318114458343,261.1735271522445,396.37225178429634,6.866797925392028,63.15582940772755,64.63873539465598,81.64800804778842
NGC5033_rotmod,22,21.157366239856554,786.4759067112171,788.0264126705654,16.08703093741539,456.6424459540822,458.19295191343036,14.984222505364231,401.2841199644144,402.8346259237626,36.80562241563561,2366.058154761845,2366.058154761845,M2,55.358325989667776,-385.1917867468028,1578.0317420912795,21.072210789964437,15.985955310092745,14.7329744439741,36.6421796503574
NGC5055_rotmod,28,26.78978908829303,1671.252673383432,1673.4370824037824,52.88852155409082,6500.698687287329,6502.883096307681,55.365218817338935,7157.604859587235,7159.789268607587,89.6976880583982,18685.308874892726,18685.308874892726,M0,4829.446013903898,5486.352186203804,17011.871792488942,27.175450234653418,53.16420359503685,55.489331161078915,89.85610071942442
NGC5371_rotmod,19,21.271251424373734,693.3116337280427,694.4505116863755,39.81884698713704,2417.620973691809,2418.759851650142,41.067664363892426,2607.838559791653,2608.977437749986,112.45989975729151,19246.51589141353,19246.51589141353,M0,1724.3093399637664,1914.5269260636105,18552.065379727155,21.249934378737375,39.7401234345298,41.09181985842863,112.4334373946067
NGC5585_rotmod,24,5.3564403903844395,76.70999944169141,78.49467853095874,7.455952386100891,144.34376787201552,146.12844696128283,9.128822598336477,242.5162710336765,244.30095012294382,19.626700864584873,968.5222194683713,968.5222194683713,M0,67.6337684303241,165.80627159198508,890.0275409374126,5.655018375964547,7.958090669361404,9.374497445458804,19.71894482209321
NGC5907_rotmod,19,17.924627531797974,494.2690116132088,495.4078895715417,6.394105141688176,67.04150590285207,68.18038386118495,8.375263496286495,138.47439106251218,139.61326902084505,57.378371568074456,5016.094625014823,5016.094625014823,M1,71.4328851596601,-355.79462055069666,4520.686735443281,18.242967749844546,5.126600800783331,8.07982369180629,57.44426770798289
NGC5985_rotmod,33,11.601721209684495,185.86751207918363,188.4605272021166,10.096397098336977,141.83168824802073,144.4247033709537,10.78075382170893,181.75325660884766,184.34627173178063,22.2593358107303,668.0030381080788,668.0030381080788,M1,39.92156836082694,-4.114255470335962,479.5425109059622,11.038182841792239,10.010547261998004,11.324927460251928,21.79176570685957
NGC6015_rotmod,44,17.043530873586977,977.3983514486162,980.6740477896235,7.771642312745434,206.62556481426145,209.9012611552687,7.783884910251819,222.15744482758876,225.43314116859602,25.042415345339464,2100.8414994975838,2100.8414994975838,M1,15.53188001332731,-755.2409066210275,1120.1674517079603,17.280171275339544,7.707693033049743,7.619044255128824,25.033997150531025
NGC6195_rotmod,23,18.43396799206749,247.9015599854367,249.57254841729502,43.496041909068474,1359.186404014329,1360.8573924461873,44.447543075219365,1443.8184724637224,1445.4894608955808,85.60893520987483,5247.415166472521,5247.415166472521,M0,1111.2848440288922,1195.9169124782857,4997.842618055226,15.786262065592322,44.74631298765577,45.68007513644442,86.77427142658443
NGC6503_rotmod,31,7.812040454962264,194.9884267070435,197.42782968744237,10.37299389522458,340.40645626759056,342.8458592479894,9.920029876092324,328.98964160852483,331.42904458892366,25.447927457015982,2022.121669525193,2022.121669525193,M0,134.0012149014813,134.0012149014813,1824.6938398377506,7.763274791757084,9.792278874432942,8.981270969548836,25.169917483302015
NGC6674_rotmod,15,21.960760913163977,550.0189179526476,550.435018354852,5.010351234099172,33.36959611524004,33.785696517444464,6.087960444813846,53.860349939795185,54.276450341999606,36.69096487075166,1521.3707942959686,1521.3707942959686,M1,20.490753824555142,-496.15856801285236,970.9357759411166,21.855472514037984,5.188428966598856,5.721699301514535,36.722170221026225
NGC6946_rotmod,58,9.81218185111457,324.30636038840913,328.20906459132016,26.52554221538403,2343.4162606500518,2347.318964852963,27.125155039360248,2506.8071931707054,2510.7098973736165,62.0147709398762,12785.824708705766,12785.824708705766,M0,2019.1099002616427,2182.500832782296,12457.615644114447,9.853176168572864,26.605794156397213,27.208321223730202,62.177826247273366
